Category_1,Category_2,Full_Category_1,Full_Category_2,Both_Count,Cooccurrence_Prevalence_Percent,Mean_Score_When_Both,Importance_Score,Category_1_Count,Category_2_Count,Union_Count,Jaccard_Unweighted,Jaccard_Weighted,Jaccard_Difference,Mean_Score_Only_Cat1,Mean_Score_Only_Cat2
ask a genuine question,not in my backyard,Comment_ask a genuine question,Perception_not in my backyard,312,0.8597883597883598,11.826923076923077,10.168650793650793,4518,3404,7610,0.04099868593955322,0.040844965087739576,-0.00015372085181364348,8.919400855920115,18.45730918499353
ask a genuine question,harmful generalization,Comment_ask a genuine question,Perception_harmful generalization,793,2.185295414462081,12.890290037831022,28.16909171075838,4518,10236,13961,0.056801088747224414,0.0566534810458035,-0.0001476077014209154,8.31758389261745,15.810759292597691
ask a genuine question,deserving/undeserving,Comment_ask a genuine question,Perception_deserving/undeserving,1519,4.1859567901234565,9.739960500329165,40.77105379188713,4518,11998,14997,0.10128692405147696,0.09991856173135465,-0.0013683623201223155,8.806268756252084,15.627063651111747
ask a genuine question,racist,Comment_ask a genuine question,Racist_Flag,5,0.013778659611992945,5.6,0.07716049382716049,4518,58,4571,0.0010938525486764385,0.0010805519762324448,-1.3300572443993627e-05,9.124085973853312,5.528301886792453
ask a rhetorical question,ask a genuine question,Comment_ask a rhetorical question,Comment_ask a genuine question,300,0.8267195767195766,5.0633333333333335,4.1859567901234565,3868,4518,8086,0.03710116250309176,0.03660263652832304,-0.0004985259747687237,8.632567264573991,9.408724513987671
ask a rhetorical question,provide a fact or claim,Comment_ask a rhetorical question,Comment_provide a fact or claim,2170,5.979938271604938,8.625345622119816,51.57903439153439,3868,25019,26717,0.08122169405247595,0.08003569670558301,-0.0011859973468929391,8.011189634864547,13.619983369075234
ask a rhetorical question,provide an observation,Comment_ask a rhetorical question,Comment_provide an observation,688,1.8959435626102292,11.981104651162791,22.71549823633157,3868,13470,16650,0.04132132132132132,0.04112249547499286,-0.0001988258463284584,7.571383647798742,14.898216241589736
ask a rhetorical question,express their opinion,Comment_ask a rhetorical question,Comment_express their opinion,3569,9.835207231040565,8.475763519193052,83.36089065255733,3868,30596,30895,0.11552031072989156,0.11381972954404544,-0.0017005811858461228,6.923076923076923,13.368668368668368
ask a rhetorical question,express others opinions,Comment_ask a rhetorical question,Comment_express others opinions,470,1.2951940035273368,7.951063829787234,10.298170194003527,3868,5875,9273,0.05068478378086919,0.05000668363837857,-0.0006781001424906244,8.411712772218952,14.290656799259944
ask a rhetorical question,money aid allocation,Comment_ask a rhetorical question,Critique_money aid allocation,937,2.5821208112874783,10.884738527214514,28.105709876543212,3868,8035,10966,0.08544592376436258,0.08524211785019523,-0.00020380591416735427,7.547253497099966,13.326289095519865
ask a rhetorical question,government critique,Comment_ask a rhetorical question,Critique_government critique,1355,3.734016754850088,8.605166051660516,32.13183421516755,3868,10290,12803,0.10583457002265094,0.10440210274486655,-0.0014324672777843855,8.22124950258655,14.328259653049804
ask a rhetorical question,societal critique,Comment_ask a rhetorical question,Critique_societal critique,3619,9.972993827160494,8.222989776181265,82.0078262786596,3868,26660,26909,0.13449031922405144,0.13231732407311267,-0.0021729951509387724,10.285140562248996,13.67115142571937
ask a rhetorical question,solutions/interventions,Comment_ask a rhetorical question,Response_solutions/interventions,869,2.3947310405643742,7.639815880322209,18.295304232804234,3868,9499,12498,0.0695311249799968,0.06847021313759342,-0.0010609118424033809,8.563187729243081,13.706025492468134
ask a rhetorical question,personal interaction,Comment_ask a rhetorical question,Perception_personal interaction,249,0.6861772486772486,5.156626506024097,3.538359788359788,3868,5259,8878,0.028046857400315386,0.02728491820582934,-0.000761939194486045,8.575849682232661,16.64930139720559
ask a rhetorical question,media portrayal,Comment_ask a rhetorical question,Perception_media portrayal,177,0.48776455026455023,8.214689265536723,4.006834215167548,3868,2513,6204,0.02852998065764023,0.028395661706720844,-0.00013431895091938623,8.362503386616094,11.564212328767123
ask a rhetorical question,not in my backyard,Comment_ask a rhetorical question,Perception_not in my backyard,582,1.6038359788359788,12.757731958762887,20.461309523809526,3868,3404,6690,0.08699551569506726,0.08698179529963353,-1.3720395433736154e-05,7.576080340839927,18.89971651311127
ask a rhetorical question,harmful generalization,Comment_ask a rhetorical question,Perception_harmful generalization,1407,3.877314814814815,9.712864250177683,37.65983245149912,3868,10236,12697,0.11081357801055368,0.10916864533511436,-0.0016449326754393173,7.57984559122308,16.520217465171594
ask a rhetorical question,deserving/undeserving,Comment_ask a rhetorical question,Perception_deserving/undeserving,1505,4.147376543209877,8.659136212624585,35.91269841269841,3868,11998,14361,0.10479771603648771,0.10295351637372732,-0.001844199662760393,8.162505289885738,15.774230439340513
ask a rhetorical question,racist,Comment_ask a rhetorical question,Racist_Flag,9,0.0248015873015873,6.444444444444445,0.15983245149911815,3868,58,3917,0.002297676793464386,0.0022825861316115364,-1.5090661852849591e-05,8.360196942213008,5.36734693877551
provide a fact or claim,ask a genuine question,Comment_provide a fact or claim,Comment_ask a genuine question,2603,7.173170194003527,9.522474068382635,68.30632716049382,25019,4518,26934,0.09664364743446945,0.09553127324820009,-0.0011123741862693604,13.612285867237688,8.573368146214099
provide a fact or claim,ask a rhetorical question,Comment_provide a fact or claim,Comment_ask a rhetorical question,2170,5.979938271604938,8.625345622119816,51.57903439153439,25019,3868,26717,0.08122169405247595,0.08003569670558301,-0.0011859973468929391,13.619983369075234,8.011189634864547
provide a fact or claim,provide an observation,Comment_provide a fact or claim,Comment_provide an observation,9009,24.82638888888889,14.960372960372961,371.41203703703707,25019,13470,29480,0.3055970149253731,0.3072827623719972,0.0016857474466240863,12.188757026858214,14.322797579018157
provide a fact or claim,express their opinion,Comment_provide a fact or claim,Comment_express their opinion,21861,60.24305555555556,13.177576506106766,793.8574735449736,25019,30596,33754,0.6476565740356699,0.6484103266924712,0.000753752656801332,13.250474984167194,11.847738981110474
provide a fact or claim,express others opinions,Comment_provide a fact or claim,Comment_express others opinions,3631,10.006062610229277,15.13632608096943,151.45502645502646,25019,5875,27263,0.1331841690202839,0.1341395173796367,0.0009553483593527923,12.855806994576398,11.594474153297682
provide a fact or claim,money aid allocation,Comment_provide a fact or claim,Critique_money aid allocation,7397,20.384149029982364,13.000135189941869,264.9966931216931,25019,8035,25657,0.28830338698990526,0.28810968075367577,-0.00019370623622949612,13.265123141527637,13.521943573667711
provide a fact or claim,government critique,Comment_provide a fact or claim,Critique_government critique,9129,25.15707671957672,13.72790009858692,345.353835978836,25019,10290,26180,0.3487012987012987,0.3493951731543688,0.0006938744530701202,12.875896790434235,12.369509043927648
provide a fact or claim,societal critique,Comment_provide a fact or claim,Critique_societal critique,19431,53.54662698412699,13.281972106427872,711.2048059964727,25019,26660,32248,0.6025489952865294,0.6033045290070155,0.0007555337204860901,12.855762347888332,11.989763452759718
provide a fact or claim,solutions/interventions,Comment_provide a fact or claim,Response_solutions/interventions,7845,21.61871693121693,13.579859783301465,293.5791446208113,25019,9499,26673,0.29411764705882354,0.29464635506814313,0.0005287080093195895,13.007220216606498,11.117291414752117
provide a fact or claim,personal interaction,Comment_provide a fact or claim,Perception_personal interaction,3311,9.124228395061728,16.555119299305346,151.05268959435625,25019,5259,26967,0.12277969369970705,0.12413830890784303,0.0013586152081359743,12.673023770038695,15.34034907597536
provide a fact or claim,media portrayal,Comment_provide a fact or claim,Perception_media portrayal,1991,5.486662257495591,11.046207935710697,60.606812169312164,25019,2513,25541,0.0779530950236874,0.07738233701944017,-0.0005707580042472321,13.371851658850096,12.404214559386974
provide a fact or claim,not in my backyard,Comment_provide a fact or claim,Perception_not in my backyard,2027,5.58586860670194,18.435125801677355,102.97619047619047,25019,3404,26396,0.07679193817245038,0.07812742172084972,0.0013354835483993382,12.724077940153096,16.987654320987655
provide a fact or claim,harmful generalization,Comment_provide a fact or claim,Perception_harmful generalization,7090,19.538139329805997,16.95768688293371,331.3216490299824,25019,10236,28165,0.25173087164921,0.25507048290045253,0.003339611251242547,11.695576998159407,12.489828353464716
provide a fact or claim,deserving/undeserving,Comment_provide a fact or claim,Perception_deserving/undeserving,9370,25.82120811287478,15.650907150480256,404.1253306878307,25019,11998,27647,0.3389156147140739,0.341910845592934,0.002995230878860111,11.71135535816985,12.139269406392694
provide a fact or claim,racist,Comment_provide a fact or claim,Racist_Flag,45,0.1240079365079365,5.288888888888889,0.6558641975308641,25019,58,25032,0.001797698945349952,0.0017487930326918156,-4.890591265813648e-05,13.201009049411388,6.384615384615385
provide an observation,ask a genuine question,Comment_provide an observation,Comment_ask a genuine question,1086,2.992724867724868,9.41804788213628,28.185626102292773,13470,4518,16902,0.06425275115370963,0.06333091927257298,-0.0009218318811366477,15.216731266149871,9.025932400932401
provide an observation,ask a rhetorical question,Comment_provide an observation,Comment_ask a rhetorical question,688,1.8959435626102292,11.981104651162791,22.71549823633157,13470,3868,16650,0.04132132132132132,0.04112249547499286,-0.0001988258463284584,14.898216241589736,7.571383647798742
provide an observation,provide a fact or claim,Comment_provide an observation,Comment_provide a fact or claim,9009,24.82638888888889,14.960372960372961,371.41203703703707,13470,25019,29480,0.3055970149253731,0.3072827623719972,0.0016857474466240863,14.322797579018157,12.188757026858214
provide an observation,express their opinion,Comment_provide an observation,Comment_express their opinion,11768,32.429453262786595,14.59993201903467,473.4678130511463,13470,30596,32298,0.36435692612545667,0.3664237721611738,0.002066846035717107,15.781433607520563,11.671606118546846
provide an observation,express others opinions,Comment_provide an observation,Comment_express others opinions,2389,6.5834435626102294,15.584763499372123,102.60141093474428,13470,5875,16956,0.14089407879216798,0.14151699758869296,0.0006229187965249849,14.56908221279668,12.549053356282272
provide an observation,money aid allocation,Comment_provide an observation,Critique_money aid allocation,2822,7.776675485008819,13.873848334514529,107.89241622574957,13470,8035,18683,0.1510464058234759,0.1509046787388547,-0.0001417270846212071,14.98121712997746,12.591022443890274
provide an observation,government critique,Comment_provide an observation,Critique_government critique,3927,10.82175925925926,14.938120702826586,161.65674603174605,13470,10290,19833,0.19800332778702162,0.19857176855230355,0.0005684407652819246,14.671486953788117,12.733144743045733
provide an observation,societal critique,Comment_provide an observation,Critique_societal critique,10752,29.629629629629626,15.01274181547619,444.821979717813,13470,26660,29378,0.36598815440125265,0.3685240953426035,0.002535940941350845,13.706769683590876,11.52495599698265
provide an observation,solutions/interventions,Comment_provide an observation,Response_solutions/interventions,4199,11.571318342151676,14.557037389854727,168.44411375661377,13470,9499,18770,0.22370804475226425,0.22414903330593677,0.00044098855367252776,14.836263617732715,12.037169811320755
provide an observation,personal interaction,Comment_provide an observation,Perception_personal interaction,4013,11.058752204585538,17.755793670570647,196.3569223985891,13470,5259,14716,0.2726963848871976,0.27582362566215696,0.00312724077495935,13.473405942687956,10.78892455858748
provide an observation,media portrayal,Comment_provide an observation,Perception_media portrayal,1082,2.9817019400352733,12.644177449168208,37.701168430335095,13470,2513,14901,0.07261257633715858,0.07219359618303096,-0.0004189801541276128,14.933080400387471,10.333333333333334
provide an observation,not in my backyard,Comment_provide an observation,Perception_not in my backyard,1492,4.111552028218695,19.235254691689008,79.0867504409171,13470,3404,15382,0.09699648940319855,0.0984032895570279,0.0014068001538293518,14.1904324595091,16.768305439330543
provide an observation,harmful generalization,Comment_provide an observation,Perception_harmful generalization,4689,12.921626984126986,16.865856259330346,217.93430335097003,13470,10236,19017,0.2465688594415523,0.24841927446717219,0.0018504150256198892,13.618950005694112,14.501352082206598
provide an observation,deserving/undeserving,Comment_provide an observation,Perception_deserving/undeserving,5464,15.05731922398589,16.283491947291363,245.1857363315697,13470,11998,20004,0.2731453709258148,0.27490179879156507,0.0017564278657502541,13.702098426180365,13.709519436792164
provide an observation,racist,Comment_provide an observation,Racist_Flag,33,0.09093915343915343,6.454545454545454,0.5869708994708994,13470,58,13495,0.0024453501296776586,0.002375984119464705,-6.93660102129537e-05,14.769591426657737,4.32
express their opinion,ask a genuine question,Comment_express their opinion,Comment_ask a genuine question,3372,9.292328042328043,9.152135231316725,85.04464285714286,30596,4518,31742,0.10623149139940773,0.10494436693990054,-0.001287124459507183,13.249485747869526,9.026178010471204
express their opinion,ask a rhetorical question,Comment_express their opinion,Comment_ask a rhetorical question,3569,9.835207231040565,8.475763519193052,83.36089065255733,30596,3868,30895,0.11552031072989156,0.11381972954404544,-0.0017005811858461228,13.368668368668368,6.923076923076923
express their opinion,provide a fact or claim,Comment_express their opinion,Comment_provide a fact or claim,21861,60.24305555555556,13.177576506106766,793.8574735449736,30596,25019,33754,0.6476565740356699,0.6484103266924712,0.000753752656801332,11.847738981110474,13.250474984167194
express their opinion,provide an observation,Comment_express their opinion,Comment_provide an observation,11768,32.429453262786595,14.59993201903467,473.4678130511463,30596,13470,32298,0.36435692612545667,0.3664237721611738,0.002066846035717107,11.671606118546846,15.781433607520563
express their opinion,express others opinions,Comment_express their opinion,Comment_express others opinions,5095,14.040454144620812,13.061040235525024,183.3829365079365,30596,5875,31376,0.16238526262111166,0.16245320374548114,6.794112436947497e-05,12.745343319869809,18.502564102564104
express their opinion,money aid allocation,Comment_express their opinion,Critique_money aid allocation,7398,20.386904761904763,12.963909164639091,264.29398148148147,30596,8035,31233,0.23686485448083758,0.23698142330723374,0.00011656882639615729,12.74497801534615,13.943485086342228
express their opinion,government critique,Comment_express their opinion,Critique_government critique,9597,26.446759259259263,13.415963321871418,354.8087522045856,30596,10290,31289,0.30672121192751445,0.3073055018838866,0.0005842899563721637,12.515453116815086,15.772005772005771
express their opinion,societal critique,Comment_express their opinion,Critique_societal critique,25166,69.35074955908289,12.924858936660574,896.3486552028218,30596,26660,32090,0.7842318479277033,0.7845442529793599,0.000312405051656639,12.209576427255985,13.044846050870147
express their opinion,solutions/interventions,Comment_express their opinion,Response_solutions/interventions,8920,24.581128747795415,13.1847533632287,324.09611992945327,30596,9499,31175,0.28612670408981555,0.28651168639174424,0.00038498230192868244,12.638724856984684,12.632124352331607
express their opinion,personal interaction,Comment_express their opinion,Perception_personal interaction,4769,13.142085537918872,16.098133780666807,211.56305114638448,30596,5259,31086,0.15341311201183813,0.15513169799225598,0.0017185859804178527,12.1885236380532,16.1734693877551
express their opinion,media portrayal,Comment_express their opinion,Perception_media portrayal,2238,6.167328042328042,10.46827524575514,64.56128747795414,30596,2513,30871,0.0724952220530595,0.07190022387445864,-0.0005949981786008557,12.981768813033359,18.327272727272728
express their opinion,not in my backyard,Comment_express their opinion,Perception_not in my backyard,3268,9.00573192239859,18.047123623011014,162.527557319224,30596,3404,30732,0.10633866979044644,0.10826431424445529,0.0019256444540088485,12.17019174473068,13.102941176470589
express their opinion,harmful generalization,Comment_express their opinion,Perception_harmful generalization,9745,26.854607583774246,15.50159055926116,416.289131393298,30596,10236,31087,0.3134750860488307,0.3163232466893142,0.0028481606404835436,11.534314900963983,17.230142566191446
express their opinion,deserving/undeserving,Comment_express their opinion,Perception_deserving/undeserving,11535,31.787367724867728,14.783615084525358,469.9322089947091,30596,11998,31059,0.3713899352844586,0.3738476251620306,0.0024576898775719447,11.596243638843712,17.326133909287257
express their opinion,racist,Comment_express their opinion,Racist_Flag,56,0.15432098765432098,5.517857142857143,0.8515211640211641,30596,58,30598,0.001830184979410419,0.0017842113590692374,-4.597362034118157e-05,12.811263916175507,6.0
express others opinions,ask a genuine question,Comment_express others opinions,Comment_ask a genuine question,469,1.2924382716049383,9.315565031982942,12.039792768959435,5875,4518,9924,0.04725916968964127,0.046841000403940056,-0.00041816928570121564,14.171106178320384,9.09755495183996
express others opinions,ask a rhetorical question,Comment_express others opinions,Comment_ask a rhetorical question,470,1.2951940035273368,7.951063829787234,10.298170194003527,5875,3868,9273,0.05068478378086919,0.05000668363837857,-0.0006781001424906244,14.290656799259944,8.411712772218952
express others opinions,provide a fact or claim,Comment_express others opinions,Comment_provide a fact or claim,3631,10.006062610229277,15.13632608096943,151.45502645502646,5875,25019,27263,0.1331841690202839,0.1341395173796367,0.0009553483593527923,11.594474153297682,12.855806994576398
express others opinions,provide an observation,Comment_express others opinions,Comment_provide an observation,2389,6.5834435626102294,15.584763499372123,102.60141093474428,5875,13470,16956,0.14089407879216798,0.14151699758869296,0.0006229187965249849,12.549053356282272,14.56908221279668
express others opinions,express their opinion,Comment_express others opinions,Comment_express their opinion,5095,14.040454144620812,13.061040235525024,183.3829365079365,5875,30596,31376,0.16238526262111166,0.16245320374548114,6.794112436947497e-05,18.502564102564104,12.745343319869809
express others opinions,money aid allocation,Comment_express others opinions,Critique_money aid allocation,1129,3.111221340388007,14.171833480956598,44.091710758377424,5875,8035,12781,0.0883342461466239,0.08860479382788192,0.0002705476812580182,13.691108301727771,12.856791196061396
express others opinions,government critique,Comment_express others opinions,Critique_government critique,1814,4.99889770723104,16.923925027563396,84.60097001763668,5875,10290,14351,0.12640234130025782,0.12800814753139594,0.0016058062311381238,12.380694410243782,12.857833883907503
express others opinions,societal critique,Comment_express others opinions,Critique_societal critique,5296,14.594356261022929,13.665030211480362,199.4323192239859,5875,26660,27239,0.19442710819046222,0.19489130116893355,0.0004641929784713339,14.867012089810018,12.749765961430445
express others opinions,solutions/interventions,Comment_express others opinions,Response_solutions/interventions,1501,4.1363536155202825,16.502998001332443,68.26223544973544,5875,9499,13873,0.10819577596770706,0.1094814796406516,0.0012857036729445326,12.850251486053955,12.522005501375343
express others opinions,personal interaction,Comment_express others opinions,Perception_personal interaction,987,2.7199074074074074,16.634245187436676,45.24360670194003,5875,5259,10147,0.09727012910219769,0.09791194252926375,0.0006418134270660542,13.207855973813421,15.982911985018726
express others opinions,media portrayal,Comment_express others opinions,Perception_media portrayal,616,1.6975308641975309,11.050324675324676,18.758267195767196,5875,2513,7772,0.07925887802367473,0.07867006756424234,-0.0005888104594323901,14.103631869176649,11.41855561412757
express others opinions,not in my backyard,Comment_express others opinions,Perception_not in my backyard,969,2.670304232804233,20.29514963880289,54.19422398589066,5875,3404,8310,0.11660649819494585,0.11884731565359237,0.0022408174586465157,12.497350183448837,16.876386036960987
express others opinions,harmful generalization,Comment_express others opinions,Perception_harmful generalization,2273,6.263778659611993,14.413550373955125,90.28328924162257,5875,10236,13838,0.16425784072842897,0.16392109115251313,-0.0003367495759158401,13.3858967240422,15.918749215119929
express others opinions,deserving/undeserving,Comment_express others opinions,Perception_deserving/undeserving,2993,8.247905643738978,14.534246575342467,119.87709435626104,5875,11998,14880,0.20114247311827957,0.20115367555998587,1.120244170629836e-05,13.00381679389313,14.997223764575235
express others opinions,racist,Comment_express others opinions,Racist_Flag,19,0.05235890652557319,2.8421052631578947,0.1488095238095238,5875,58,5914,0.003212715590125127,0.0030923164340595655,-0.00012039915606556128,13.818989071038251,6.846153846153846
money aid allocation,ask a genuine question,Critique_money aid allocation,Comment_ask a genuine question,1128,3.1084656084656084,9.828014184397164,30.55004409171076,8035,4518,11425,0.0987308533916849,0.09805393508914476,-0.0006769183025401443,13.566381931373968,8.884660766961652
money aid allocation,ask a rhetorical question,Critique_money aid allocation,Comment_ask a rhetorical question,937,2.5821208112874783,10.884738527214514,28.105709876543212,8035,3868,10966,0.08544592376436258,0.08524211785019523,-0.00020380591416735427,13.326289095519865,7.547253497099966
money aid allocation,provide a fact or claim,Critique_money aid allocation,Comment_provide a fact or claim,7397,20.384149029982364,13.000135189941869,264.9966931216931,8035,25019,25657,0.28830338698990526,0.28810968075367577,-0.00019370623622949612,13.521943573667711,13.265123141527637
money aid allocation,provide an observation,Critique_money aid allocation,Comment_provide an observation,2822,7.776675485008819,13.873848334514529,107.89241622574957,8035,13470,18683,0.1510464058234759,0.1509046787388547,-0.0001417270846212071,12.591022443890274,14.98121712997746
money aid allocation,express their opinion,Critique_money aid allocation,Comment_express their opinion,7398,20.386904761904763,12.963909164639091,264.29398148148147,8035,30596,31233,0.23686485448083758,0.23698142330723374,0.00011656882639615729,13.943485086342228,12.74497801534615
money aid allocation,express others opinions,Critique_money aid allocation,Comment_express others opinions,1129,3.111221340388007,14.171833480956598,44.091710758377424,8035,5875,12781,0.0883342461466239,0.08860479382788192,0.0002705476812580182,12.856791196061396,13.691108301727771
money aid allocation,government critique,Critique_money aid allocation,Critique_government critique,4104,11.30952380952381,13.133528265107213,148.53395061728395,8035,10290,14221,0.28858730047113423,0.2883217520313992,-0.0002655484397350305,12.945560925973036,13.867280956999677
money aid allocation,societal critique,Critique_money aid allocation,Critique_societal critique,6112,16.843033509700174,12.956969895287958,218.23467813051144,8035,26660,28583,0.21383339747402302,0.21383332189087076,-7.558315226474654e-08,13.310452418096723,12.924031535915905
money aid allocation,solutions/interventions,Critique_money aid allocation,Response_solutions/interventions,3561,9.813161375661375,11.914630721707386,116.92019400352733,8035,9499,13973,0.2548486366564088,0.25354231007707617,-0.0013063265793326062,13.938533750558785,13.892556416301785
money aid allocation,personal interaction,Critique_money aid allocation,Perception_personal interaction,479,1.3199955908289243,17.26722338204593,22.792658730158735,8035,5259,12815,0.037378072571205616,0.03777945145632369,0.0004013788851180769,12.773689782953944,15.988702928870293
money aid allocation,media portrayal,Critique_money aid allocation,Perception_media portrayal,779,2.146715167548501,11.617458279845957,24.93937389770723,8035,2513,9769,0.07974204115057835,0.07944011419606957,-0.0003019269545087855,13.194459757442116,11.19838523644752
money aid allocation,not in my backyard,Critique_money aid allocation,Perception_not in my backyard,607,1.6727292768959436,15.367380560131796,25.70546737213404,8035,3404,10832,0.056037666174298374,0.056219420056166515,0.0001817538818681408,12.851507808292945,18.38827314980336
money aid allocation,harmful generalization,Critique_money aid allocation,Perception_harmful generalization,1309,3.607253086419753,15.449197860962567,55.72916666666667,8035,10236,16962,0.07717250324254216,0.077452932820482,0.00028042957793984746,12.573000297353554,15.604346364960232
money aid allocation,deserving/undeserving,Critique_money aid allocation,Perception_deserving/undeserving,2669,7.355048500881835,13.490445859872612,99.22288359788361,8035,11998,17364,0.15370882285187745,0.15331108633656584,-0.0003977365153116086,12.818300409988819,15.279772751634688
money aid allocation,racist,Critique_money aid allocation,Racist_Flag,18,0.0496031746031746,3.0,0.1488095238095238,8035,58,8075,0.0022291021671826624,0.00215216213296348,-7.694003421918234e-05,13.064113758263689,6.675
government critique,ask a genuine question,Critique_government critique,Comment_ask a genuine question,1331,3.667879188712522,9.508640120210368,34.876543209876544,10290,4518,13477,0.09876085182162202,0.09774614551178422,-0.0010147063098377984,14.178702980243331,8.957954188892375
government critique,ask a rhetorical question,Critique_government critique,Comment_ask a rhetorical question,1355,3.734016754850088,8.605166051660516,32.13183421516755,10290,3868,12803,0.10583457002265094,0.10440210274486655,-0.0014324672777843855,14.328259653049804,8.22124950258655
government critique,provide a fact or claim,Critique_government critique,Comment_provide a fact or claim,9129,25.15707671957672,13.72790009858692,345.353835978836,10290,25019,26180,0.3487012987012987,0.3493951731543688,0.0006938744530701202,12.369509043927648,12.875896790434235
government critique,provide an observation,Critique_government critique,Comment_provide an observation,3927,10.82175925925926,14.938120702826586,161.65674603174605,10290,13470,19833,0.19800332778702162,0.19857176855230355,0.0005684407652819246,12.733144743045733,14.671486953788117
government critique,express their opinion,Critique_government critique,Comment_express their opinion,9597,26.446759259259263,13.415963321871418,354.8087522045856,10290,30596,31289,0.30672121192751445,0.3073055018838866,0.0005842899563721637,15.772005772005771,12.515453116815086
government critique,express others opinions,Critique_government critique,Comment_express others opinions,1814,4.99889770723104,16.923925027563396,84.60097001763668,10290,5875,14351,0.12640234130025782,0.12800814753139594,0.0016058062311381238,12.857833883907503,12.380694410243782
government critique,money aid allocation,Critique_government critique,Critique_money aid allocation,4104,11.30952380952381,13.133528265107213,148.53395061728395,10290,8035,14221,0.28858730047113423,0.2883217520313992,-0.0002655484397350305,13.867280956999677,12.945560925973036
government critique,societal critique,Critique_government critique,Critique_societal critique,8045,22.16986331569665,13.231199502796768,293.3338844797178,10290,26660,28905,0.27832554921293895,0.27847339176610103,0.00014784255316208084,14.805345211581292,12.802095084609187
government critique,solutions/interventions,Critique_government critique,Response_solutions/interventions,4146,11.42526455026455,13.771828268210323,157.34678130511463,10290,9499,15643,0.26503867544588633,0.26550130400751615,0.0004626285616298187,13.441569010416666,12.670278348589576
government critique,personal interaction,Critique_government critique,Perception_personal interaction,1127,3.1057098765432096,17.690328305235138,54.941027336860664,10290,5259,14422,0.07814450145610873,0.07908772265717183,0.0009432212010631047,13.06842737094838,15.672797676669893
government critique,media portrayal,Critique_government critique,Perception_media portrayal,958,2.6399911816578485,10.621085594989562,28.03957231040565,10290,2513,11845,0.08087800759814268,0.08012146409420533,-0.0007565435039373486,13.877839691384484,11.763987138263666
government critique,not in my backyard,Critique_government critique,Perception_not in my backyard,1042,2.87147266313933,16.700575815738965,47.955246913580254,10290,3404,12652,0.08235852039203288,0.08298955024141423,0.0006310298493813482,13.222426470588236,18.356477561388655
government critique,harmful generalization,Critique_government critique,Perception_harmful generalization,1854,5.109126984126984,17.326321467098165,88.52237654320987,10290,10236,18672,0.099293059125964,0.10032326284598896,0.0010302037200249498,12.750118539592224,15.199236459078978
