Category_1,Category_2,Full_Category_1,Full_Category_2,Both_Count,Cooccurrence_Prevalence_Percent,Mean_Like_Rate_When_Both,Importance_Score,Category_1_Count,Category_2_Count,Union_Count,Jaccard_Unweighted,Jaccard_Weighted,Jaccard_Difference,Mean_Like_Rate_Only_Cat1,Mean_Like_Rate_Only_Cat2
provide a fact or claim,provide an observation,Comment_provide a fact or claim,Comment_provide an observation,537,14.93741307371349,0.016493902715997415,0.24637623806649822,2345,1475,3283,0.16356990557416998,0.16467586718253646,0.0011059616083664847,0.015264932025204512,0.01847504489253402
provide a fact or claim,express their opinion,Comment_provide a fact or claim,Comment_express their opinion,1805,50.208623087621696,0.01753577843028975,0.8804472897544645,2345,2937,3477,0.5191256830601093,0.5538524606171358,0.03472677755702647,0.008896560728495121,0.018279781979926493
provide a fact or claim,express others opinions,Comment_provide a fact or claim,Comment_express others opinions,242,6.731571627260083,0.011701719740417905,0.07877096459474639,2345,433,2536,0.09542586750788644,0.06975965382838563,-0.02566621367950081,0.015988781114065254,0.0216632623607391
provide a fact or claim,money aid allocation,Comment_provide a fact or claim,Critique_money aid allocation,562,15.632823365785814,0.01788927261963188,0.27965983900509367,2345,608,2391,0.23504809703053117,0.27213925913663584,0.037091162106104664,0.014807880901753926,0.010592470492720355
provide a fact or claim,government critique,Comment_provide a fact or claim,Critique_government critique,1001,27.8442280945758,0.01843544340054817,0.5133206910695054,2345,1180,2524,0.39659270998415214,0.4689921932749619,0.07239948329080975,0.013394601202464025,0.016154848349292164
provide a fact or claim,societal critique,Comment_provide a fact or claim,Critique_societal critique,1074,29.87482614742698,0.017647072122225955,0.5272032116626056,2345,1721,2992,0.3589572192513369,0.39793441966413245,0.038977200412795565,0.013771256806286145,0.017267562996777962
provide a fact or claim,solutions/interventions,Comment_provide a fact or claim,Response_solutions/interventions,599,16.66203059805285,0.011722607152010586,0.19532243905575358,2345,792,2538,0.2360126083530339,0.1771480120573215,-0.05886459629571239,0.016858179367701048,0.01648736242709293
provide a fact or claim,personal interaction,Comment_provide a fact or claim,Perception_personal interaction,318,8.845618915159944,0.016244087559640907,0.14368900817707395,2345,712,2739,0.11610076670317634,0.11626479852231449,0.00016403181913814124,0.015436903313317497,0.020237463825049297
provide a fact or claim,media portrayal,Comment_provide a fact or claim,Perception_media portrayal,262,7.287899860917942,0.018407964467801578,0.13415540168467352,2345,348,2431,0.10777457836281365,0.12485842553836951,0.01708384717555586,0.015186431190348706,0.025239720153934168
provide a fact or claim,not in my backyard,Comment_provide a fact or claim,Perception_not in my backyard,132,3.671766342141863,0.014937847044831469,0.05484828400327548,2345,263,2476,0.05331179321486268,0.050950341106260746,-0.002361452108601933,0.015582660212445826,0.017130716798636474
provide a fact or claim,harmful generalization,Comment_provide a fact or claim,Perception_harmful generalization,825,22.94853963838665,0.018195459673482565,0.41755922755558045,2345,1414,2934,0.28118609406952966,0.3142803044961092,0.03309421042657956,0.014108531993050821,0.019198094824753088
provide a fact or claim,deserving/undeserving,Comment_provide a fact or claim,Perception_deserving/undeserving,462,12.851182197496522,0.019022082750559822,0.24445625120330006,2345,649,2532,0.18246445497630331,0.22431540392341132,0.041850948947108,0.01469358503945923,0.014554297042336796
provide a fact or claim,racist,Comment_provide a fact or claim,Racist_Flag,5,0.13908205841446453,0.0,0.0,2345,6,2346,0.002131287297527707,1.3715070816955467e-09,-0.0021312859260206253,0.015579582418829216,0.0
provide an observation,ask a genuine question,Comment_provide an observation,Comment_ask a genuine question,57,1.5855354659248957,0.012265173805103512,0.019446868063724622,1475,222,1640,0.03475609756097561,0.024623997538972583,-0.01013210002200303,0.017974402652183794,0.013362410596202611
provide an observation,ask a rhetorical question,Comment_provide an observation,Comment_ask a rhetorical question,88,2.447844228094576,0.011169494712044618,0.027341183161611306,1475,413,1800,0.04888888888888889,0.030763192771413605,-0.018125696117475287,0.018171522950993217,0.01773605391216994
provide an observation,provide a fact or claim,Comment_provide an observation,Comment_provide a fact or claim,537,14.93741307371349,0.016493902715997415,0.24637623806649822,1475,2345,3283,0.16356990557416998,0.16467586718253646,0.0011059616083664847,0.01847504489253402,0.015264932025204512
provide an observation,express their opinion,Comment_provide an observation,Comment_express their opinion,1242,34.54798331015299,0.018959968530933097,0.6550286763677026,1475,2937,3170,0.3917981072555205,0.42828034723645664,0.03648223998093614,0.011324192928191475,0.016989092833351555
provide an observation,express others opinions,Comment_provide an observation,Comment_express others opinions,141,3.9221140472879004,0.02046187839025495,0.08025382066831567,1475,433,1767,0.07979626485568761,0.09530924814778494,0.015512983292097327,0.017467535992999682,0.01398758368169984
provide an observation,money aid allocation,Comment_provide an observation,Critique_money aid allocation,87,2.420027816411683,0.019536474726664477,0.047278812273151866,1475,608,1996,0.0435871743486974,0.04852303819403208,0.004935863845334683,0.01764203499025051,0.016969964594392407
provide an observation,government critique,Comment_provide an observation,Critique_government critique,253,7.0375521557719045,0.019064459694153095,0.1341671294192137,1475,1180,2402,0.10532889258950874,0.1129339511387747,0.007605058549265964,0.017482413719367255,0.017823396327779163
provide an observation,societal critique,Comment_provide an observation,Critique_societal critique,799,22.225312934631432,0.017861486372431522,0.3969771241049454,1475,1721,2397,0.3333333333333333,0.3394656924829223,0.006132359149588984,0.017626464875909367,0.017194946970296346
provide an observation,solutions/interventions,Comment_provide an observation,Response_solutions/interventions,253,7.0375521557719045,0.015402757732363439,0.10839771088422669,1475,792,2014,0.1256206554121152,0.11992734267280127,-0.0056933127393139354,0.01824052386366577,0.011701307840807654
provide an observation,personal interaction,Comment_provide an observation,Perception_personal interaction,555,15.438108484005564,0.01966344234174917,0.3035663560409121,1475,712,1632,0.3400735294117647,0.38409499965185867,0.04402147024009395,0.01660174713914862,0.01417815344818115
provide an observation,media portrayal,Comment_provide an observation,Perception_media portrayal,123,3.4214186369958273,0.02139252272604496,0.073192775947247,1475,348,1700,0.07235294117647059,0.08613298631134227,0.013780045134871674,0.01742273489081656,0.019387654793328095
provide an observation,not in my backyard,Comment_provide an observation,Perception_not in my backyard,129,3.588317107093185,0.01911822408330717,0.06860225053537204,1475,263,1609,0.08017402113113735,0.08828063475959462,0.008106613628457271,0.017623006657459805,0.01305722987904856
provide an observation,harmful generalization,Comment_provide an observation,Perception_harmful generalization,730,20.30598052851182,0.01918355538054406,0.38954090202495584,1475,1414,2159,0.3381194997684113,0.36372355101108944,0.025604051242678116,0.016352781798510543,0.018004293354686434
provide an observation,deserving/undeserving,Comment_provide an observation,Perception_deserving/undeserving,256,7.1210013908205845,0.015715096510569862,0.1119072241086477,1475,649,1868,0.13704496788008566,0.11947234531027652,-0.01757262256980914,0.01818191399588321,0.01905035895921052
provide an observation,racist,Comment_provide an observation,Racist_Flag,2,0.055632823365785816,0.0,0.0,1475,6,1479,0.001352265043948614,7.637426129932791e-10,-0.001352264280206001,0.017777880426128663,0.0
express their opinion,ask a genuine question,Comment_express their opinion,Comment_ask a genuine question,168,4.6731571627260085,0.013121535872961382,0.06131899935069575,2937,222,2991,0.05616850551654965,0.041558074414240684,-0.014610431102308967,0.01810775559454398,0.012953604233459615
express their opinion,ask a rhetorical question,Comment_express their opinion,Comment_ask a rhetorical question,392,10.90403337969402,0.016510037474623707,0.18002599972329605,2937,413,2958,0.13252197430696416,0.12299384266171765,-0.009528131645246518,0.018024698851826053,0.01310468409822206
express their opinion,provide a fact or claim,Comment_express their opinion,Comment_provide a fact or claim,1805,50.208623087621696,0.01753577843028975,0.8804472897544645,2937,2345,3477,0.5191256830601093,0.5538524606171358,0.03472677755702647,0.018279781979926493,0.008896560728495121
express their opinion,provide an observation,Comment_express their opinion,Comment_provide an observation,1242,34.54798331015299,0.018959968530933097,0.6550286763677026,2937,1475,3170,0.3917981072555205,0.42828034723645664,0.03648223998093614,0.016989092833351555,0.011324192928191475
express their opinion,express others opinions,Comment_express their opinion,Comment_express others opinions,330,9.17941585535466,0.017600070138272538,0.16155836288261302,2937,433,3040,0.10855263157894737,0.10854846001705391,-4.171561893459574e-06,0.01785069816736473,0.011276467402450132
express their opinion,money aid allocation,Comment_express their opinion,Critique_money aid allocation,509,14.15855354659249,0.018196283243223765,0.25763305064814734,2937,608,3036,0.1676548089591568,0.17271974433255358,0.005064935373396778,0.017744186613323266,0.012920370546437942
express their opinion,government critique,Comment_express their opinion,Critique_government critique,1090,30.319888734353267,0.018403616532041672,0.5579956055612079,2937,1180,3027,0.3600925008259002,0.3740401649775913,0.013947664151691075,0.017479616268556777,0.014285051983851035
express their opinion,societal critique,Comment_express their opinion,Critique_societal critique,1650,45.8970792767733,0.01754389874448564,0.8052137114993408,2937,1721,3008,0.5485372340425532,0.5408467752557491,-0.0076904587868040775,0.018179767163596337,0.016586419574432604
express their opinion,solutions/interventions,Comment_express their opinion,Response_solutions/interventions,541,15.048678720445064,0.015780677329065514,0.23747834311611807,2937,792,3188,0.16969887076537013,0.15806579340060115,-0.011633077364768984,0.018283575472840298,0.006639666125334001
express their opinion,personal interaction,Comment_express their opinion,Perception_personal interaction,614,17.079276773296247,0.019712954546587856,0.3366830067205826,2937,712,3035,0.20230642504118615,0.22674603818808406,0.02443961314689791,0.017322875237341735,0.010565576524798864
express their opinion,media portrayal,Comment_express their opinion,Perception_media portrayal,273,7.5938803894297635,0.022923838657052182,0.1740808888282405,2937,348,3012,0.09063745019920319,0.11790122012337159,0.0272637699241684,0.017299769262227684,0.009803928939028065
express their opinion,not in my backyard,Comment_express their opinion,Perception_not in my backyard,254,7.065368567454798,0.016549943145395964,0.11693144809264464,2937,263,2946,0.08621860149355058,0.08028885406222691,-0.00592974743132367,0.01794301442751368,0.0013593501787285476
express their opinion,harmful generalization,Comment_express their opinion,Perception_harmful generalization,1361,37.85813630041724,0.018953883766867696,0.717558715068343,2937,1414,2990,0.4551839464882943,0.48794136150466844,0.032757415016374136,0.016845531384037344,0.009862193881051935
express their opinion,deserving/undeserving,Comment_express their opinion,Perception_deserving/undeserving,619,17.21835883171071,0.018211036062450812,0.31356415362050216,2937,649,2967,0.2086282440175261,0.21438186741592163,0.005753623398395524,0.01771879290133423,0.007907481833952245
express their opinion,racist,Comment_express their opinion,Racist_Flag,6,0.16689847009735745,0.0,0.0,2937,6,2937,0.0020429009193054137,1.1462451676452952e-09,-0.002042899773060246,0.017859021926970243,0.0
express others opinions,ask a genuine question,Comment_express others opinions,Comment_ask a genuine question,15,0.4172461752433936,0.022979253758789158,0.009588005740802152,433,222,640,0.0234375,0.03617365306095484,0.012736153060954838,0.01584882890358963,0.012363400236147315
express others opinions,ask a rhetorical question,Comment_express others opinions,Comment_ask a rhetorical question,23,0.6397774687065368,0.021217636808981775,0.013574565969585003,433,413,823,0.027946537059538274,0.036890115970223826,0.008943578910685552,0.01580852107677005,0.01604904463976558
express others opinions,provide a fact or claim,Comment_express others opinions,Comment_provide a fact or claim,242,6.731571627260083,0.011701719740417905,0.07877096459474639,433,2345,2536,0.09542586750788644,0.06975965382838563,-0.02566621367950081,0.0216632623607391,0.015988781114065254
express others opinions,provide an observation,Comment_express others opinions,Comment_provide an observation,141,3.9221140472879004,0.02046187839025495,0.08025382066831567,433,1475,1767,0.07979626485568761,0.09530924814778494,0.015512983292097327,0.01398758368169984,0.017467535992999682
express others opinions,express their opinion,Comment_express others opinions,Comment_express their opinion,330,9.17941585535466,0.017600070138272538,0.16155836288261302,433,2937,3040,0.10855263157894737,0.10854846001705391,-4.171561893459574e-06,0.011276467402450132,0.01785069816736473
express others opinions,money aid allocation,Comment_express others opinions,Critique_money aid allocation,34,0.9457579972183587,0.018984708111005662,0.017954939520839847,433,608,1007,0.033763654419066536,0.0382732489633807,0.004509594544314162,0.01584967221129852,0.017239625050738786
express others opinions,government critique,Comment_express others opinions,Critique_government critique,127,3.532684283727399,0.010892294630191684,0.0384790380538065,433,1180,1486,0.08546433378196501,0.05136393523742041,-0.0341003985445446,0.018255483235450846,0.018957526382182024
express others opinions,societal critique,Comment_express others opinions,Critique_societal critique,267,7.426981919332406,0.016714491288423092,0.12413822458995732,433,1721,1887,0.14149443561208266,0.1367613623221477,-0.004733073289934969,0.01510078381971889,0.017649449480176792
express others opinions,solutions/interventions,Comment_express others opinions,Response_solutions/interventions,85,2.364394993045897,0.011445944140194146,0.027062733015758064,433,792,1140,0.07456140350877193,0.06005404878623854,-0.014507354722533387,0.0172315920579477,0.013056573381282565
express others opinions,personal interaction,Comment_express others opinions,Perception_personal interaction,101,2.8094575799721837,0.016959252151240823,0.04764629950696309,433,712,1044,0.09674329501915709,0.0931128264274321,-0.0036304685917249863,0.015833177171105356,0.018700975652634875
express others opinions,media portrayal,Comment_express others opinions,Perception_media portrayal,68,1.8915159944367175,0.018109394689825996,0.034254209705373226,433,348,713,0.09537166900420757,0.0967233027250851,0.0013516337208775292,0.015720713559381188,0.020578799231764946
express others opinions,not in my backyard,Comment_express others opinions,Perception_not in my backyard,29,0.8066759388038943,0.018360266715620226,0.01481078538951284,433,263,667,0.043478260869565216,0.04998114405740041,0.006502883187835193,0.015933295924082463,0.015741333229855322
express others opinions,harmful generalization,Comment_express others opinions,Perception_harmful generalization,170,4.728789986091794,0.015264918164976236,0.07218459215705035,433,1414,1677,0.10137149672033392,0.0845470612264415,-0.016824435493892426,0.016632939924092555,0.01907065594401666
express others opinions,deserving/undeserving,Comment_express others opinions,Perception_deserving/undeserving,117,3.2545201668984705,0.015657608400140244,0.05095800230365532,433,649,965,0.12124352331606218,0.11004352950760687,-0.011199993808455308,0.016258098434385738,0.01819157066702859
express others opinions,racist,Comment_express others opinions,Racist_Flag,1,0.027816411682892908,0.0,0.0,433,6,438,0.00228310502283105,1.434822402891648e-09,-0.0022831035880086473,0.01613310020389422,0.0
money aid allocation,ask a genuine question,Critique_money aid allocation,Comment_ask a genuine question,46,1.2795549374130737,0.012474373979005941,0.01596164681597422,608,222,784,0.058673469387755105,0.04458209372196129,-0.014091375665793812,0.01773523781470459,0.013239155978579876
money aid allocation,ask a rhetorical question,Critique_money aid allocation,Comment_ask a rhetorical question,117,3.2545201668984705,0.021497368316722033,0.06996361872201608,608,413,904,0.12942477876106195,0.17025638283691785,0.0408316040758559,0.016345891571979174,0.014297097848171209
money aid allocation,provide a fact or claim,Critique_money aid allocation,Comment_provide a fact or claim,562,15.632823365785814,0.01788927261963188,0.27965983900509367,608,2345,2391,0.23504809703053117,0.27213925913663584,0.037091162106104664,0.010592470492720355,0.014807880901753926
money aid allocation,provide an observation,Critique_money aid allocation,Comment_provide an observation,87,2.420027816411683,0.019536474726664477,0.047278812273151866,608,1475,1996,0.0435871743486974,0.04852303819403208,0.004935863845334683,0.016969964594392407,0.01764203499025051
money aid allocation,express their opinion,Critique_money aid allocation,Comment_express their opinion,509,14.15855354659249,0.018196283243223765,0.25763305064814734,608,2937,3036,0.1676548089591568,0.17271974433255358,0.005064935373396778,0.012920370546437942,0.017744186613323266
money aid allocation,express others opinions,Critique_money aid allocation,Comment_express others opinions,34,0.9457579972183587,0.018984708111005662,0.017954939520839847,608,433,1007,0.033763654419066536,0.0382732489633807,0.004509594544314162,0.017239625050738786,0.01584967221129852
money aid allocation,government critique,Critique_money aid allocation,Critique_government critique,359,9.986091794158554,0.019526990295114153,0.19499831755065317,608,1180,1429,0.25122463261021694,0.28180042332725813,0.030575790717041196,0.014180061602217964,0.017460910088338652
money aid allocation,societal critique,Critique_money aid allocation,Critique_societal critique,197,5.479833101529903,0.021143245543674083,0.11586145680399985,608,1721,2132,0.0924015009380863,0.11411285346984575,0.021711352531759445,0.015512908717261456,0.01703402188063138
money aid allocation,solutions/interventions,Critique_money aid allocation,Response_solutions/interventions,192,5.340751043115438,0.012041345252753638,0.06430982721915712,608,792,1208,0.15894039735099338,0.12542397049475934,-0.033516426856234044,0.019781458092234507,0.013153273906590962
money aid allocation,personal interaction,Critique_money aid allocation,Perception_personal interaction,46,1.2795549374130737,0.01923540497800761,0.024612757412749653,608,712,1274,0.03610675039246468,0.03881614248258227,0.002709392090117592,0.017181843818345026,0.01839992787094126
money aid allocation,media portrayal,Critique_money aid allocation,Perception_media portrayal,67,1.8636995827538245,0.023489556746339978,0.0437774771072261,608,348,889,0.07536557930258718,0.09860453587029243,0.02323895656770525,0.01657527643788073,0.01928719687472446
money aid allocation,not in my backyard,Critique_money aid allocation,Perception_not in my backyard,20,0.5563282336578581,0.01974862645217766,0.01098671847130885,608,263,851,0.023501762632197415,0.02750127169213632,0.003999509059938906,0.017255191030365137,0.015724062475290443
money aid allocation,harmful generalization,Critique_money aid allocation,Perception_harmful generalization,147,4.089012517385257,0.02401889037546314,0.09821354339897305,608,1414,1875,0.0784,0.10593649058764003,0.02753649058764003,0.015206611647950482,0.01798591570419069
money aid allocation,deserving/undeserving,Critique_money aid allocation,Perception_deserving/undeserving,128,3.5605006954102922,0.022185797604918872,0.07899254780054564,608,649,1129,0.1133746678476528,0.14781985000791137,0.034445182160258575,0.016044255753059664,0.016641216284541273
money aid allocation,racist,Critique_money aid allocation,Racist_Flag,0,0.0,0.0,0.0,608,6,614,0.0,0.0,0.0,0.017337211932398445,0.0
government critique,ask a genuine question,Critique_government critique,Comment_ask a genuine question,77,2.141863699582754,0.013651625498142302,0.029239921094769326,1180,222,1325,0.05811320754716981,0.045312535130294006,-0.012800672416875804,0.018399294229478745,0.012777499944188786
government critique,ask a rhetorical question,Critique_government critique,Comment_ask a rhetorical question,226,6.286509040333797,0.01936816967788711,0.12175817377475624,1180,413,1367,0.16532553035844916,0.18457134632538535,0.019245815966936197,0.01778657269525108,0.012673404860495558
government critique,provide a fact or claim,Critique_government critique,Comment_provide a fact or claim,1001,27.8442280945758,0.01843544340054817,0.5133206910695054,1180,2345,2524,0.39659270998415214,0.4689921932749619,0.07239948329080975,0.016154848349292164,0.013394601202464025
government critique,provide an observation,Critique_government critique,Comment_provide an observation,253,7.0375521557719045,0.019064459694153095,0.1341671294192137,1180,1475,2402,0.10532889258950874,0.1129339511387747,0.007605058549265964,0.017823396327779163,0.017482413719367255
government critique,express their opinion,Critique_government critique,Comment_express their opinion,1090,30.319888734353267,0.018403616532041672,0.5579956055612079,1180,2937,3027,0.3600925008259002,0.3740401649775913,0.013947664151691075,0.014285051983851035,0.017479616268556777
government critique,express others opinions,Critique_government critique,Comment_express others opinions,127,3.532684283727399,0.010892294630191684,0.0384790380538065,1180,433,1486,0.08546433378196501,0.05136393523742041,-0.0341003985445446,0.018957526382182024,0.018255483235450846
government critique,money aid allocation,Critique_government critique,Critique_money aid allocation,359,9.986091794158554,0.019526990295114153,0.19499831755065317,1180,608,1429,0.25122463261021694,0.28180042332725813,0.030575790717041196,0.017460910088338652,0.014180061602217964
government critique,societal critique,Critique_government critique,Critique_societal critique,565,15.716272600834492,0.018063828543292863,0.28389605360112563,1180,1721,2336,0.2418664383561644,0.24733215475166367,0.0054657163954992816,0.018113062717904953,0.01723097369483179
government critique,solutions/interventions,Critique_government critique,Response_solutions/interventions,195,5.4242002781641165,0.012788230197175097,0.06936592179274391,1180,792,1777,0.10973550928531232,0.08582471624647295,-0.023910793038839376,0.01913897645687601,0.012914904093859517
government critique,personal interaction,Critique_government critique,Perception_personal interaction,128,3.5605006954102922,0.01838845272199014,0.06547209870416518,1180,712,1764,0.07256235827664399,0.0732538010728675,0.0006914427962235042,0.018053112880282583,0.018468251100377555
government critique,media portrayal,Critique_government critique,Perception_media portrayal,134,3.727399165507649,0.019053779230309032,0.07102104080282086,1180,348,1394,0.09612625538020086,0.09901562788417498,0.0028893725039741136,0.01796595629217075,0.02074904769598571
government critique,not in my backyard,Critique_government critique,Perception_not in my backyard,70,1.9471488178025034,0.01501461325619954,0.02923568645157073,1180,263,1373,0.05098324836125273,0.042880533596586376,-0.008102714764666355,0.01828339979327752,0.01639842892541536
government critique,harmful generalization,Critique_government critique,Perception_harmful generalization,418,11.627260083449235,0.0214692606929574,0.24962867787638923,1180,1414,2176,0.19209558823529413,0.23194785396664652,0.03985226573135239,0.01623549308243546,0.017414438868219372
